label,trajectory,ids
1,"[[75, 40], [77, 49], [72, 46], [70, 45], [58, 39], [47, 37], [44, 39], [36, 43], [25, 47], [19, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[206, 71], [211, 68], [222, 70], [235, 72], [238, 71], [251, 70], [261, 67], [267, 68], [278, 73]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[291, 68], [288, 62], [287, 57], [283, 64], [283, 67]]","[[1], [1], [1], [1], [1]]"
1,"[[209, 70], [215, 66], [216, 66], [217, 67], [219, 67], [219, 67], [217, 62]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[196, 20], [205, 20], [208, 21], [214, 22], [221, 17], [225, 14], [235, 8], [243, 4], [245, 3], [245, 4], [248, 13], [251, 19]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[147, 35], [129, 37], [118, 36], [104, 34], [97, 35], [94, 37], [85, 41], [77, 49], [71, 54]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[56, 16], [48, 21], [43, 24], [36, 29], [31, 34], [31, 39], [29, 41], [28, 44], [29, 47], [31, 35], [24, 27], [19, 23], [18, 27]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[290, 66], [293, 63], [297, 58], [297, 57], [294, 58], [295, 63]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[156, 54], [161, 55], [167, 55], [173, 57]]","[[1], [1], [1], [1]]"
1,"[[29, 20], [28, 15], [28, 19], [27, 22], [32, 30], [34, 34], [43, 38]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[61, 45], [61, 42], [65, 40], [65, 35], [70, 33], [70, 30], [70, 32], [70, 33], [69, 37], [77, 44], [80, 43]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[28, 10], [32, 10], [39, 8], [41, 8], [40, 14], [45, 23], [52, 38], [53, 46]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[68, 54], [70, 43], [80, 39], [89, 40], [88, 35], [91, 34], [98, 34], [104, 35], [106, 35], [109, 30], [112, 23], [113, 20], [113, 20], [112, 25], [112, 23], [114, 23], [115, 24], [117, 24], [119, 25], [119, 28], [119, 32], [117, 33], [117, 34], [116, 34], [116, 35], [115, 33], [106, 33]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[271, 33], [265, 31], [267, 38], [270, 44], [274, 56], [276, 66], [274, 68], [290, 67], [296, 70]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[133, 70], [137, 65], [139, 63], [139, 57]]","[[1], [1], [1], [1]]"
1,"[[100, 53], [96, 48], [90, 43], [87, 42], [82, 40], [76, 42], [73, 45], [64, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[284, 73], [285, 70], [287, 63], [284, 66], [288, 68], [289, 70], [289, 71]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[84, 45], [93, 46], [104, 48], [108, 48], [109, 49], [111, 47], [112, 47], [112, 48], [110, 49], [108, 49], [107, 48], [113, 42], [115, 37], [112, 36]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[126, 61], [128, 61], [128, 61], [129, 61], [130, 61], [135, 56], [136, 55]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[283, 76], [275, 69], [270, 66], [269, 65], [264, 64], [263, 69], [267, 73], [269, 77], [269, 79], [275, 80], [278, 72], [277, 71], [278, 68], [280, 68], [282, 69], [280, 72]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[59, 47], [68, 46], [75, 45], [85, 44], [90, 38], [91, 37], [87, 28], [81, 21], [80, 21], [74, 16], [67, 16], [66, 18], [65, 26], [67, 30], [66, 32], [71, 36], [81, 42], [87, 43], [89, 45], [96, 43], [103, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[142, 12], [144, 9], [145, 6], [147, 4], [148, 2], [164, 0], [174, 0], [172, 0], [181, 0], [195, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[58, 50], [58, 48], [75, 42], [72, 41]]","[[1], [1], [1], [1]]"
1,"[[49, 36], [47, 40], [42, 42], [49, 47], [54, 46], [63, 45], [70, 47], [69, 45], [81, 46], [83, 49], [85, 49], [93, 51], [91, 51], [99, 48], [105, 44], [105, 41], [105, 41], [106, 42], [106, 44], [105, 43], [104, 38], [103, 38], [103, 37], [103, 35], [108, 39], [116, 40], [124, 40], [133, 42], [134, 43]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[252, 47], [250, 36], [249, 33], [248, 33], [248, 38]]","[[1], [1], [1], [1], [1]]"
1,"[[180, 74], [181, 71], [182, 65], [182, 61], [181, 59], [181, 60], [184, 62], [186, 62], [182, 61], [182, 63], [182, 66], [183, 69], [184, 71], [185, 69], [186, 65], [186, 63]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[154, 55], [154, 54], [155, 55], [156, 54], [156, 48], [156, 47], [152, 41], [151, 40], [151, 42], [154, 44]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[109, 64], [110, 63], [109, 63], [110, 67], [111, 68], [112, 70], [114, 69], [117, 66], [123, 64], [127, 66], [131, 68], [133, 71]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[5, 44], [6, 42], [7, 42], [17, 38], [23, 35], [24, 35]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[76, 38], [83, 42], [93, 41], [100, 40], [102, 37], [104, 32], [104, 36], [103, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[160, 19], [156, 23], [155, 28], [153, 33], [156, 32], [157, 30], [159, 20], [147, 12], [146, 10], [145, 20], [152, 29]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[66, 41], [67, 42], [66, 42], [66, 43], [69, 45], [79, 51], [84, 54], [85, 55], [92, 58]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[105, 57], [107, 56], [105, 59], [110, 57], [112, 55], [115, 51], [121, 42], [124, 41]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[205, 82], [201, 78], [201, 77], [204, 71], [203, 71], [203, 68]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[5, 60], [6, 58], [10, 56], [15, 55], [19, 54], [29, 54], [36, 54], [38, 55], [44, 55], [48, 53], [48, 52], [48, 50], [50, 49], [52, 50]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[263, 74], [262, 67], [269, 63], [271, 56], [274, 49], [274, 43], [277, 39], [279, 28], [279, 20], [280, 13], [280, 11], [280, 5], [280, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[281, 73], [279, 71], [268, 66], [267, 65], [259, 69], [259, 73], [261, 79], [262, 82], [255, 81], [255, 80], [256, 79], [258, 78]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[69, 63], [77, 62], [77, 59], [79, 56], [79, 54], [81, 53], [83, 54], [83, 53], [83, 52], [82, 51], [82, 51], [82, 50], [83, 50], [88, 50], [89, 49]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[149, 40], [148, 40], [144, 37], [140, 35], [139, 34]]","[[1], [1], [1], [1], [1]]"
1,"[[188, 75], [191, 71], [196, 68], [197, 67], [197, 66], [194, 66]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[265, 75], [265, 74], [265, 69], [263, 66], [260, 63], [258, 63], [261, 61], [263, 60], [268, 59], [271, 54], [273, 51], [277, 46], [278, 43], [280, 45], [280, 52], [283, 58], [284, 59], [286, 59], [291, 65]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[77, 37], [77, 42], [76, 40], [77, 37], [77, 33], [78, 33], [82, 32], [89, 34], [90, 37], [94, 36]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[140, 27], [155, 30], [157, 32], [159, 36], [162, 38], [160, 35], [157, 25], [163, 24], [169, 26], [177, 25]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[99, 12], [107, 12], [129, 18], [155, 20], [169, 26]]","[[1], [1], [1], [1], [1]]"
1,"[[194, 23], [199, 5], [205, 0], [211, 0], [223, 0], [226, 0]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[75, 32], [68, 39], [70, 42], [71, 41]]","[[1], [1], [1], [1]]"
1,"[[56, 44], [50, 48], [40, 52], [40, 56]]","[[1], [1], [1], [1]]"
1,"[[5, 55], [5, 55], [5, 52], [7, 47], [8, 43], [8, 43]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[149, 64], [153, 61], [157, 59], [166, 58], [173, 58], [174, 57], [177, 58], [180, 59]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[13, 36], [15, 44], [16, 44], [22, 42]]","[[1], [1], [1], [1]]"
1,"[[264, 90], [259, 90], [251, 87], [249, 84], [247, 80], [246, 80]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[253, 74], [259, 74], [268, 74], [281, 75], [282, 74], [285, 73], [287, 73], [288, 73], [290, 71]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[148, 60], [143, 56], [150, 58], [147, 57], [144, 55], [144, 55]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[208, 66], [197, 60], [190, 60], [177, 46]]","[[1], [1], [1], [1]]"
1,"[[267, 83], [264, 81], [260, 80], [259, 78], [255, 78], [258, 82], [260, 87]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[221, 68], [218, 63], [217, 62], [214, 62], [212, 58], [210, 53], [208, 48], [212, 44], [214, 44], [221, 43], [228, 40], [231, 40], [230, 42], [224, 43], [221, 42], [219, 43]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[214, 27], [210, 27], [208, 29], [202, 38], [198, 48], [197, 52], [199, 60], [204, 60], [212, 61], [215, 64], [207, 70], [195, 73], [189, 74], [187, 73], [191, 65], [194, 64], [194, 63], [194, 62], [194, 62], [195, 63]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[40, 18], [31, 26], [23, 34], [20, 37], [18, 39], [16, 40], [16, 42], [17, 43], [20, 46], [28, 52], [31, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[48, 31], [57, 20], [60, 15], [61, 9], [63, 2]]","[[1], [1], [1], [1], [1]]"
1,"[[244, 69], [248, 68], [253, 65], [257, 61], [260, 57], [266, 52], [269, 49], [270, 48], [272, 47], [273, 47], [272, 48], [272, 48], [270, 50], [270, 49], [266, 44], [264, 40], [264, 39], [263, 40], [263, 46], [263, 50]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[102, 46], [106, 46], [111, 48], [108, 46], [99, 45], [96, 45], [96, 44], [86, 43], [85, 43]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[118, 44], [118, 38], [115, 30], [106, 35], [109, 32], [109, 24], [109, 26], [111, 29], [117, 35], [120, 38], [120, 38], [122, 37], [121, 38], [120, 39], [119, 40], [118, 41], [118, 42], [118, 44], [118, 45], [119, 45], [123, 45], [125, 46], [127, 46], [127, 44], [128, 45], [130, 43], [131, 40], [134, 35], [136, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[221, 87], [220, 75], [222, 69], [223, 59], [224, 50], [225, 44], [229, 34], [241, 24], [247, 21]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[136, 44], [136, 44], [135, 44], [135, 46], [135, 47], [135, 49]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[280, 77], [277, 72], [277, 72], [276, 71], [273, 70], [273, 71], [268, 69]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[259, 72], [252, 68], [251, 63], [250, 56], [251, 53], [249, 50]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[240, 65], [240, 67], [248, 69], [254, 70], [257, 70], [259, 70], [260, 73], [263, 78]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[53, 32], [55, 22], [54, 20], [51, 15], [50, 12], [45, 5], [41, 10], [49, 16], [53, 23], [59, 29], [58, 30], [39, 32], [51, 35], [59, 34], [69, 31]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[77, 47], [82, 51], [83, 50], [84, 49], [88, 47], [91, 45]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[175, 61], [179, 58], [183, 58], [190, 62], [193, 62], [196, 61]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[55, 39], [64, 41], [69, 40], [77, 36], [84, 29], [85, 29], [87, 32], [86, 40], [85, 43], [88, 46], [92, 46], [94, 45], [98, 49], [102, 57], [104, 55]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[163, 0], [161, 4], [163, 7], [162, 14], [161, 23], [159, 29]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[149, 40], [151, 37], [147, 36], [153, 31], [154, 26], [153, 26], [147, 30], [145, 33], [146, 34], [148, 32], [151, 33], [147, 34], [145, 35], [145, 34], [144, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[131, 25], [127, 18], [126, 18], [123, 20], [122, 25]]","[[1], [1], [1], [1], [1]]"
1,"[[240, 94], [246, 91], [248, 89], [252, 86], [260, 87]]","[[1], [1], [1], [1], [1]]"
1,"[[110, 57], [112, 55], [112, 55], [113, 50], [115, 42], [115, 39], [114, 33], [114, 28], [113, 26]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[273, 70], [274, 61], [275, 60], [273, 56], [272, 55], [271, 58], [270, 67], [270, 75]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[259, 86], [257, 84], [251, 79], [252, 83], [254, 84], [257, 87], [259, 90]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[7, 33], [17, 28], [27, 22], [33, 17], [30, 19], [33, 21], [38, 29], [53, 33], [57, 32], [60, 34], [68, 32], [71, 29], [74, 27], [85, 33], [91, 37], [88, 43], [77, 41], [70, 40], [68, 38]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[194, 77], [193, 78], [189, 76], [184, 69], [182, 65], [180, 62]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[229, 49], [235, 48], [236, 50], [232, 59], [228, 69], [224, 74], [221, 83]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[54, 42], [53, 43], [55, 41], [58, 35], [59, 34], [60, 33], [60, 35], [59, 36], [63, 40], [70, 49], [68, 48], [69, 45], [75, 41], [81, 34], [88, 32], [88, 26], [88, 23]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[199, 50], [200, 54], [208, 61], [208, 61]]","[[1], [1], [1], [1]]"
1,"[[213, 84], [220, 85], [230, 87], [237, 84], [241, 84], [247, 88], [259, 93]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[182, 57], [185, 62], [188, 67], [193, 67], [193, 65]]","[[1], [1], [1], [1], [1]]"
1,"[[98, 33], [94, 32], [88, 33], [87, 31], [88, 32], [93, 35], [96, 40], [98, 42], [101, 46], [103, 49], [103, 54], [110, 56], [113, 56], [120, 56]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[267, 85], [265, 77], [266, 72], [268, 70], [266, 66], [263, 65], [264, 65], [271, 71], [277, 67], [278, 65], [275, 62], [272, 61], [270, 62], [270, 68], [269, 70], [274, 74]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[140, 57], [137, 51], [132, 44], [133, 44], [134, 45], [134, 45], [135, 46]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[187, 55], [184, 52], [185, 52], [187, 56], [189, 58], [192, 59], [199, 59], [200, 63], [199, 65], [198, 66], [198, 66], [198, 68], [200, 70]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[114, 39], [117, 44], [118, 47], [118, 45], [117, 41], [117, 39], [116, 38]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[193, 59], [197, 54], [198, 51], [203, 48], [203, 43]]","[[1], [1], [1], [1], [1]]"
1,"[[83, 31], [81, 25], [79, 25], [76, 27]]","[[1], [1], [1], [1]]"
1,"[[43, 31], [53, 31], [57, 33], [70, 36], [70, 31], [71, 25], [73, 18], [69, 16], [72, 15], [76, 15], [79, 18], [78, 20], [83, 24], [86, 25], [88, 28], [86, 31], [84, 28], [84, 26], [81, 24]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[35, 29], [43, 36], [48, 37], [58, 43], [72, 45], [83, 46]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[111, 42], [111, 40], [109, 39], [107, 37], [108, 37], [107, 36]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[169, 67], [174, 74], [177, 76], [176, 66], [172, 54], [174, 52], [172, 54], [176, 56], [182, 60], [186, 62], [188, 62], [195, 63], [200, 64]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[84, 37], [82, 36], [83, 35], [87, 34], [94, 29]]","[[1], [1], [1], [1], [1]]"
1,"[[102, 18], [105, 10], [107, 5], [106, 7], [104, 11]]","[[1], [1], [1], [1], [1]]"
1,"[[64, 43], [65, 41], [67, 41], [70, 40], [73, 39], [73, 38], [81, 39], [82, 40], [84, 41], [86, 40], [87, 38], [89, 34], [90, 36], [90, 38], [93, 41], [93, 40], [92, 40]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[191, 64], [195, 65], [198, 67], [201, 71], [201, 69], [201, 68]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[69, 29], [65, 32], [70, 37], [72, 39], [77, 40]]","[[1], [1], [1], [1], [1]]"
1,"[[266, 82], [266, 77], [267, 75], [271, 72], [272, 73], [272, 75]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[91, 42], [95, 43], [105, 44], [112, 47], [115, 47], [120, 47], [120, 46], [120, 46], [120, 44], [117, 42], [116, 37], [111, 32], [110, 29], [112, 28], [114, 29], [115, 33], [114, 33]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[286, 78], [281, 70], [274, 66], [273, 66], [273, 73], [276, 73], [274, 68], [272, 70], [272, 75]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[127, 44], [137, 48], [141, 50], [147, 52], [147, 45], [145, 42], [147, 43]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[89, 40], [83, 50], [74, 49], [69, 38], [72, 34], [73, 34], [72, 34]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[173, 40], [171, 36], [160, 19], [164, 7], [167, 1], [171, 0], [174, 0], [177, 0], [179, 0], [177, 3], [176, 4]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[186, 72], [190, 70], [194, 73], [198, 77], [193, 71], [189, 66]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[92, 42], [101, 45], [110, 39], [111, 33], [111, 32], [112, 35]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[280, 76], [281, 75], [284, 72], [285, 71], [286, 73]]","[[1], [1], [1], [1], [1]]"
1,"[[61, 30], [64, 20], [64, 19], [63, 22], [64, 26]]","[[1], [1], [1], [1], [1]]"
1,"[[184, 65], [187, 72], [192, 71], [192, 70], [193, 70], [193, 70], [194, 73]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[59, 51], [46, 59], [45, 50], [46, 44], [46, 30]]","[[1], [1], [1], [1], [1]]"
1,"[[170, 45], [174, 49], [177, 55], [165, 59], [160, 58]]","[[1], [1], [1], [1], [1]]"
1,"[[229, 0], [227, 0], [219, 0], [223, 2], [224, 5], [224, 12], [221, 19], [222, 24], [227, 33], [230, 40], [231, 44]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[286, 74], [280, 70], [286, 70], [286, 69], [284, 66]]","[[1], [1], [1], [1], [1]]"
1,"[[60, 43], [61, 43], [70, 44], [73, 44], [75, 45], [81, 43], [87, 45]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[284, 75], [284, 71], [284, 68], [284, 68], [284, 70]]","[[1], [1], [1], [1], [1]]"
1,"[[177, 58], [175, 56], [177, 53], [178, 53], [177, 55], [178, 62], [185, 59], [186, 57], [186, 54], [186, 49], [185, 48]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[44, 46], [46, 46], [45, 45], [45, 44], [47, 43], [50, 46], [43, 46]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[259, 78], [255, 77], [258, 77], [259, 77], [263, 79], [265, 80], [265, 86]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[190, 13], [191, 13], [193, 9], [196, 6], [197, 4], [199, 0], [200, 0], [201, 2], [208, 6], [208, 12], [208, 16], [213, 22], [226, 29], [229, 33]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[46, 42], [45, 41], [46, 40], [48, 40], [48, 40]]","[[1], [1], [1], [1], [1]]"
1,"[[254, 88], [255, 84], [259, 79], [250, 76]]","[[1], [1], [1], [1]]"
1,"[[26, 32], [32, 38], [41, 47], [47, 46], [48, 45]]","[[1], [1], [1], [1], [1]]"
1,"[[72, 46], [68, 44], [67, 46], [61, 45], [59, 45], [60, 47]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[141, 69], [139, 70], [136, 70], [136, 71], [139, 66]]","[[1], [1], [1], [1], [1]]"
1,"[[194, 57], [189, 54], [186, 53], [184, 53], [180, 50], [183, 47], [184, 46], [185, 45], [187, 46], [189, 47], [192, 51], [193, 60], [193, 65], [194, 68], [196, 66], [196, 65], [196, 63], [199, 68], [198, 71]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[25, 40], [26, 42], [29, 46], [27, 43], [26, 42], [24, 42], [23, 40], [22, 35], [27, 36], [29, 38], [31, 38], [31, 38]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[264, 83], [261, 80], [254, 71], [248, 68], [247, 67], [251, 70], [255, 75], [257, 77], [260, 77], [261, 76], [262, 78], [262, 77], [258, 76]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[246, 83], [247, 83], [254, 77], [258, 75], [263, 73], [265, 74], [267, 77]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[49, 49], [56, 48], [64, 50], [69, 50], [70, 46], [70, 41], [75, 48], [76, 50]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[38, 42], [43, 39], [55, 27], [64, 11], [70, 10]]","[[1], [1], [1], [1], [1]]"
1,"[[175, 72], [170, 64], [171, 61], [172, 62], [169, 60], [153, 54], [163, 57], [163, 58], [169, 59], [178, 58], [182, 57], [187, 54], [189, 51], [190, 50]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[272, 78], [273, 75], [273, 70], [276, 66], [276, 64], [277, 62], [280, 60], [280, 57], [279, 52], [277, 52]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[68, 47], [63, 44], [66, 48], [68, 48], [72, 44], [74, 42], [78, 43]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[50, 43], [42, 46], [33, 39], [42, 39], [47, 39]]","[[1], [1], [1], [1], [1]]"
1,"[[187, 60], [188, 59], [194, 51], [196, 50], [192, 52]]","[[1], [1], [1], [1], [1]]"
1,"[[282, 74], [279, 65], [275, 53], [274, 49], [271, 48], [263, 51], [259, 52], [254, 52], [244, 53], [236, 59]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[125, 37], [125, 36], [125, 30], [126, 23], [125, 19], [122, 17], [117, 17], [114, 21], [113, 25]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[11, 43], [21, 42], [37, 41], [47, 47], [50, 50], [49, 52], [48, 44], [51, 42], [53, 39], [54, 34], [62, 34], [72, 31]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[55, 46], [46, 47], [36, 51], [38, 50], [42, 48], [50, 48], [57, 47], [56, 42], [61, 44], [69, 51], [71, 52], [74, 51], [80, 46], [86, 42], [89, 40], [91, 42], [96, 46], [97, 46], [97, 46], [97, 46], [97, 46], [95, 48], [97, 52]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[286, 74], [283, 71], [282, 69], [276, 66], [274, 63], [273, 63], [270, 65], [273, 74], [273, 78]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[96, 48], [97, 47], [99, 45], [99, 45], [100, 44], [103, 44], [108, 42], [111, 40], [115, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[266, 81], [263, 73], [259, 66], [258, 61], [254, 55], [256, 51], [256, 52], [257, 57], [262, 65], [263, 69], [267, 75]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[104, 40], [111, 40], [115, 41], [117, 43], [125, 44], [125, 44], [126, 46], [128, 38], [127, 36], [130, 34], [137, 41], [141, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[52, 40], [58, 40], [58, 41], [61, 44], [74, 45], [81, 44], [90, 42], [98, 39], [100, 39], [101, 36], [97, 28], [97, 27], [95, 25]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[126, 68], [119, 62], [125, 69]]","[[1], [1], [1]]"
1,"[[154, 53], [155, 56], [165, 59], [175, 54], [177, 51]]","[[1], [1], [1], [1], [1]]"
